Entity,Code,Day,people_fully_vaccinated
Faeroe Islands,FRO,2021-02-08,685
Faeroe Islands,FRO,2021-02-10,1221
Faeroe Islands,FRO,2021-02-21,1515
Faeroe Islands,FRO,2021-02-23,2087
Faeroe Islands,FRO,2021-02-24,2523
Faeroe Islands,FRO,2021-03-03,2830
Faeroe Islands,FRO,2021-03-04,3156
Faeroe Islands,FRO,2021-03-05,3312
Faeroe Islands,FRO,2021-03-06,3674
Faeroe Islands,FRO,2021-03-08,3808
Faeroe Islands,FRO,2021-03-12,3931
Finland,FIN,2021-01-25,4553
Finland,FIN,2021-01-26,6960
Finland,FIN,2021-01-27,9355
Finland,FIN,2021-01-28,10540
Finland,FIN,2021-01-29,14239
Finland,FIN,2021-01-30,17757
Finland,FIN,2021-02-01,18203
Finland,FIN,2021-02-02,18203
Finland,FIN,2021-02-03,23421
Finland,FIN,2021-02-04,34293
Finland,FIN,2021-02-05,42667
Finland,FIN,2021-02-06,48650
Finland,FIN,2021-02-07,49781
Finland,FIN,2021-02-08,49995
Finland,FIN,2021-02-09,53869
Finland,FIN,2021-02-10,55770
Finland,FIN,2021-02-11,60152
Finland,FIN,2021-02-12,63802
Finland,FIN,2021-02-13,66832
Finland,FIN,2021-02-14,66959
Finland,FIN,2021-02-15,66992
Finland,FIN,2021-02-16,67463
Finland,FIN,2021-02-17,68631
Finland,FIN,2021-02-18,70127
Finland,FIN,2021-02-19,71486
Finland,FIN,2021-02-20,72859
Finland,FIN,2021-02-21,75940
Finland,FIN,2021-02-24,75099
Finland,FIN,2021-02-25,77302
Finland,FIN,2021-02-26,79724
Finland,FIN,2021-02-27,80927
Finland,FIN,2021-02-28,81125
Finland,FIN,2021-03-01,82062
Finland,FIN,2021-03-03,83183
Finland,FIN,2021-03-04,83642
Finland,FIN,2021-03-05,84222
Finland,FIN,2021-03-06,84809
Finland,FIN,2021-03-08,84810
Finland,FIN,2021-03-09,85014
Finland,FIN,2021-03-10,85258
Finland,FIN,2021-03-11,85421
Finland,FIN,2021-03-12,85826
Finland,FIN,2021-03-13,86280
Finland,FIN,2021-03-14,86307
Finland,FIN,2021-03-15,86311
France,FRA,2021-01-26,5412
France,FRA,2021-01-27,11739
France,FRA,2021-01-28,24201
France,FRA,2021-01-29,41318
France,FRA,2021-01-30,45468
France,FRA,2021-01-31,47137
France,FRA,2021-02-01,67993
France,FRA,2021-02-02,102297
France,FRA,2021-02-03,138956
France,FRA,2021-02-04,189524
France,FRA,2021-02-05,233274
France,FRA,2021-02-06,243550
France,FRA,2021-02-07,248614
France,FRA,2021-02-08,294120
France,FRA,2021-02-09,366002
France,FRA,2021-02-10,442260
France,FRA,2021-02-11,540713
France,FRA,2021-02-12,614496
France,FRA,2021-02-13,633771
France,FRA,2021-02-14,640875
France,FRA,2021-02-15,716887
France,FRA,2021-02-16,816990
France,FRA,2021-02-17,919370
France,FRA,2021-02-18,1037266
France,FRA,2021-02-19,1127419
France,FRA,2021-02-20,1155637
France,FRA,2021-02-21,1161983
France,FRA,2021-02-22,1234673
France,FRA,2021-02-23,1318292
France,FRA,2021-02-24,1398984
France,FRA,2021-02-25,1490083
France,FRA,2021-02-26,1560575
France,FRA,2021-02-27,1582433
France,FRA,2021-02-28,1586842
France,FRA,2021-03-01,1639282
France,FRA,2021-03-02,1705966
France,FRA,2021-03-03,1771246
France,FRA,2021-03-04,1839826
France,FRA,2021-03-05,1902812
France,FRA,2021-03-06,1920395
France,FRA,2021-03-07,1925812
France,FRA,2021-03-08,1976264
France,FRA,2021-03-09,2032791
France,FRA,2021-03-10,2089694
France,FRA,2021-03-11,2152380
France,FRA,2021-03-12,2205468
France,FRA,2021-03-13,2220608
France,FRA,2021-03-14,2223980
Germany,DEU,2021-01-14,114
Germany,DEU,2021-01-15,542
Germany,DEU,2021-01-16,939
Germany,DEU,2021-01-17,14551
Germany,DEU,2021-01-18,30923
Germany,DEU,2021-01-19,58152
Germany,DEU,2021-01-20,108808
Germany,DEU,2021-01-21,144243
Germany,DEU,2021-01-22,175531
Germany,DEU,2021-01-23,219481
Germany,DEU,2021-01-24,247570
Germany,DEU,2021-01-25,287308
Germany,DEU,2021-01-26,336919
Germany,DEU,2021-01-27,396205
Germany,DEU,2021-01-28,445219
Germany,DEU,2021-01-29,498978
Germany,DEU,2021-01-30,547566
Germany,DEU,2021-01-31,578946
Germany,DEU,2021-02-01,644808
Germany,DEU,2021-02-02,714557
Germany,DEU,2021-02-03,799212
Germany,DEU,2021-02-04,871852
Germany,DEU,2021-02-05,945559
Germany,DEU,2021-02-06,1000718
Germany,DEU,2021-02-07,1027235
Germany,DEU,2021-02-08,1078852
Germany,DEU,2021-02-09,1143933
Germany,DEU,2021-02-10,1218855
Germany,DEU,2021-02-11,1291295
Germany,DEU,2021-02-12,1369652
Germany,DEU,2021-02-13,1416296
Germany,DEU,2021-02-14,1443278
Germany,DEU,2021-02-15,1499299
Germany,DEU,2021-02-16,1554054
Germany,DEU,2021-02-17,1608700
Germany,DEU,2021-02-18,1660745
Germany,DEU,2021-02-19,1714242
Germany,DEU,2021-02-20,1751904
Germany,DEU,2021-02-21,1780843
Germany,DEU,2021-02-22,1833819
Germany,DEU,2021-02-23,1889459
Germany,DEU,2021-02-24,1947395
Germany,DEU,2021-02-25,1999759
Germany,DEU,2021-02-26,2058426
Germany,DEU,2021-02-27,2097189
Germany,DEU,2021-02-28,2125121
Germany,DEU,2021-03-01,2175376
Germany,DEU,2021-03-02,2231033
Germany,DEU,2021-03-03,2298222
Germany,DEU,2021-03-04,2359989
Germany,DEU,2021-03-05,2423175
Germany,DEU,2021-03-06,2470306
Germany,DEU,2021-03-07,2504572
Germany,DEU,2021-03-08,2557667
Germany,DEU,2021-03-09,2612629
Germany,DEU,2021-03-10,2679220
Germany,DEU,2021-03-11,2741389
Germany,DEU,2021-03-12,2809060
Germany,DEU,2021-03-13,2856854
Germany,DEU,2021-03-14,2891951
Gibraltar,GIB,2021-01-31,400
Gibraltar,GIB,2021-02-01,1325
Gibraltar,GIB,2021-02-02,2320
Gibraltar,GIB,2021-02-03,3011
Gibraltar,GIB,2021-02-04,3943
Gibraltar,GIB,2021-02-05,4876
Gibraltar,GIB,2021-02-06,5573
Gibraltar,GIB,2021-02-07,5573
Gibraltar,GIB,2021-02-08,6140
Gibraltar,GIB,2021-02-09,6719
Gibraltar,GIB,2021-02-10,6737
Gibraltar,GIB,2021-02-11,7667
Gibraltar,GIB,2021-02-12,8595
Gibraltar,GIB,2021-02-13,9522
Gibraltar,GIB,2021-02-14,10053
Gibraltar,GIB,2021-02-15,10244
Gibraltar,GIB,2021-02-16,10772
Gibraltar,GIB,2021-02-17,11303
Gibraltar,GIB,2021-02-18,12053
Gibraltar,GIB,2021-02-19,12573
Gibraltar,GIB,2021-02-20,12573
Gibraltar,GIB,2021-02-21,12606
Gibraltar,GIB,2021-02-22,12729
Gibraltar,GIB,2021-02-23,12846
Gibraltar,GIB,2021-02-24,12928
Gibraltar,GIB,2021-02-25,13009
Gibraltar,GIB,2021-02-26,13178
Gibraltar,GIB,2021-02-27,13290
Gibraltar,GIB,2021-02-28,13290
Gibraltar,GIB,2021-03-02,13704
Gibraltar,GIB,2021-03-03,14101
Gibraltar,GIB,2021-03-04,15023
Gibraltar,GIB,2021-03-05,15155
Gibraltar,GIB,2021-03-06,15403
Gibraltar,GIB,2021-03-07,15572
Gibraltar,GIB,2021-03-08,15572
Gibraltar,GIB,2021-03-09,15809
Gibraltar,GIB,2021-03-10,15962
Gibraltar,GIB,2021-03-11,15962
Gibraltar,GIB,2021-03-12,16517
Gibraltar,GIB,2021-03-13,16526
Gibraltar,GIB,2021-03-14,16526
Gibraltar,GIB,2021-03-15,17579
Greece,GRC,2021-01-16,2
Greece,GRC,2021-01-18,423
Greece,GRC,2021-01-19,1072
Greece,GRC,2021-01-20,1664
Greece,GRC,2021-01-21,2261
Greece,GRC,2021-01-22,2579
Greece,GRC,2021-01-23,3135
Greece,GRC,2021-01-25,8061
Greece,GRC,2021-01-26,13145
Greece,GRC,2021-01-27,17879
Greece,GRC,2021-01-28,23797
Greece,GRC,2021-01-29,32742
Greece,GRC,2021-01-30,38888
Greece,GRC,2021-02-01,46566
Greece,GRC,2021-02-02,54085
Greece,GRC,2021-02-03,62019
Greece,GRC,2021-02-04,68464
Greece,GRC,2021-02-05,73695
Greece,GRC,2021-02-06,79760
Greece,GRC,2021-02-08,84753
Greece,GRC,2021-02-09,92582
Greece,GRC,2021-02-10,106123
Greece,GRC,2021-02-11,121616
Greece,GRC,2021-02-12,139289
Greece,GRC,2021-02-13,154907
Greece,GRC,2021-02-15,168696
Greece,GRC,2021-02-16,177926
Greece,GRC,2021-02-17,190697
Greece,GRC,2021-02-18,203913
Greece,GRC,2021-02-19,215274
Greece,GRC,2021-02-20,227594
Greece,GRC,2021-02-21,229589
Greece,GRC,2021-02-22,243590
Greece,GRC,2021-02-23,257476
Greece,GRC,2021-02-24,271837
Greece,GRC,2021-02-25,286331
Greece,GRC,2021-02-26,300926
Greece,GRC,2021-02-27,313647
Greece,GRC,2021-03-01,327136
Greece,GRC,2021-03-02,339402
Greece,GRC,2021-03-03,348191
Greece,GRC,2021-03-04,355559
Greece,GRC,2021-03-05,361428
Greece,GRC,2021-03-06,366361
Greece,GRC,2021-03-08,372424
Greece,GRC,2021-03-09,377850
Greece,GRC,2021-03-10,383443
Greece,GRC,2021-03-11,390632
Greece,GRC,2021-03-12,398936
Greece,GRC,2021-03-13,406070
Greece,GRC,2021-03-15,407793
Greenland,GRL,2021-03-01,1203
Guernsey,GGY,2021-01-24,522
Guernsey,GGY,2021-02-07,3090
Guernsey,GGY,2021-02-14,5334
Guernsey,GGY,2021-03-12,7883
Hungary,HUN,2021-01-18,1643
Hungary,HUN,2021-01-19,2939
Hungary,HUN,2021-01-20,4030
Hungary,HUN,2021-01-21,5815
Hungary,HUN,2021-01-22,6944
Hungary,HUN,2021-01-23,8135
Hungary,HUN,2021-01-24,9403
Hungary,HUN,2021-01-25,12639
Hungary,HUN,2021-01-26,17772
Hungary,HUN,2021-01-27,26293
Hungary,HUN,2021-01-28,37727
Hungary,HUN,2021-01-29,49606
Hungary,HUN,2021-01-30,56825
Hungary,HUN,2021-01-31,61266
Hungary,HUN,2021-02-01,68526
Hungary,HUN,2021-02-02,75036
Hungary,HUN,2021-02-03,84452
Hungary,HUN,2021-02-04,92773
Hungary,HUN,2021-02-05,101652
Hungary,HUN,2021-02-06,105242
Hungary,HUN,2021-02-07,107592
Hungary,HUN,2021-02-08,110395
Hungary,HUN,2021-02-09,113570
Hungary,HUN,2021-02-10,117368
Hungary,HUN,2021-02-11,120649
Hungary,HUN,2021-02-12,124423
Hungary,HUN,2021-02-13,128195
Hungary,HUN,2021-02-14,129339
Hungary,HUN,2021-02-15,131593
Hungary,HUN,2021-02-16,134824
Hungary,HUN,2021-02-17,141023
Hungary,HUN,2021-02-18,152432
Hungary,HUN,2021-02-19,172739
Hungary,HUN,2021-02-20,190705
Hungary,HUN,2021-02-21,201005
Hungary,HUN,2021-02-22,205720
Hungary,HUN,2021-02-23,208846
Hungary,HUN,2021-02-24,211073
Hungary,HUN,2021-02-25,240622
Hungary,HUN,2021-02-26,244407
Hungary,HUN,2021-02-27,249499
Hungary,HUN,2021-02-28,251691
Hungary,HUN,2021-03-01,252847
Hungary,HUN,2021-03-02,253368
Hungary,HUN,2021-03-03,267153
Hungary,HUN,2021-03-04,279727
Hungary,HUN,2021-03-05,304880
Hungary,HUN,2021-03-06,307573
Hungary,HUN,2021-03-07,307929
Hungary,HUN,2021-03-08,314485
Hungary,HUN,2021-03-09,317906
Hungary,HUN,2021-03-10,327428
Hungary,HUN,2021-03-11,351694
Hungary,HUN,2021-03-12,377343
Hungary,HUN,2021-03-13,392703
Hungary,HUN,2021-03-14,398962
Hungary,HUN,2021-03-15,399505
Iceland,ISL,2021-01-20,480
Iceland,ISL,2021-01-25,4787
Iceland,ISL,2021-01-27,4820
Iceland,ISL,2021-02-03,4853
Iceland,ISL,2021-02-05,4855
Iceland,ISL,2021-02-08,4856
Iceland,ISL,2021-02-12,5538
Iceland,ISL,2021-02-15,5757
Iceland,ISL,2021-02-16,5944
Iceland,ISL,2021-02-17,7381
Iceland,ISL,2021-02-18,9658
Iceland,ISL,2021-02-19,10074
Iceland,ISL,2021-02-22,10530
Iceland,ISL,2021-02-23,10554
Iceland,ISL,2021-02-25,12376
Iceland,ISL,2021-02-26,12564
Iceland,ISL,2021-03-01,12600
Iceland,ISL,2021-03-02,12644
Iceland,ISL,2021-03-04,12707
Iceland,ISL,2021-03-05,12708
Iceland,ISL,2021-03-08,12710
Iceland,ISL,2021-03-11,12763
Iceland,ISL,2021-03-12,12844
Iceland,ISL,2021-03-15,12888
India,IND,2021-02-13,7668
India,IND,2021-02-15,98118
India,IND,2021-02-16,216339
India,IND,2021-02-17,342116
India,IND,2021-02-18,464932
India,IND,2021-02-19,756942
India,IND,2021-02-20,873940
India,IND,2021-02-21,960642
India,IND,2021-02-22,1115542
India,IND,2021-02-23,1321635
India,IND,2021-02-24,1481754
India,IND,2021-02-25,1860859
India,IND,2021-02-26,2204083
India,IND,2021-02-27,2453878
India,IND,2021-02-28,2456191
India,IND,2021-03-01,2597799
India,IND,2021-03-02,2713978
India,IND,2021-03-03,2876927
India,IND,2021-03-04,3208668
India,IND,2021-03-05,3501021
India,IND,2021-03-06,3754041
India,IND,2021-03-07,3761107
India,IND,2021-03-08,4065450
India,IND,2021-03-09,4363679
India,IND,2021-03-10,4650530
India,IND,2021-03-11,4729079
India,IND,2021-03-12,5142953
India,IND,2021-03-13,5430774
India,IND,2021-03-14,5455653
India,IND,2021-03-15,5867948
Indonesia,IDN,2021-01-28,5468
Indonesia,IDN,2021-01-29,11287
Indonesia,IDN,2021-01-30,20810
Indonesia,IDN,2021-01-31,22548
Indonesia,IDN,2021-02-01,35406
Indonesia,IDN,2021-02-02,51999
Indonesia,IDN,2021-02-03,71621
Indonesia,IDN,2021-02-04,96553
Indonesia,IDN,2021-02-05,120725
Indonesia,IDN,2021-02-06,137207
Indonesia,IDN,2021-02-07,139131
Indonesia,IDN,2021-02-08,171270
Indonesia,IDN,2021-02-09,221453
Indonesia,IDN,2021-02-10,279251
Indonesia,IDN,2021-02-11,345605
Indonesia,IDN,2021-02-13,415486
Indonesia,IDN,2021-02-14,425578
Indonesia,IDN,2021-02-15,482625
Indonesia,IDN,2021-02-16,537147
Indonesia,IDN,2021-02-17,597328
Indonesia,IDN,2021-02-18,623832
Indonesia,IDN,2021-02-20,732634
Indonesia,IDN,2021-02-23,789966
Indonesia,IDN,2021-02-24,825650
Indonesia,IDN,2021-02-25,853745
Indonesia,IDN,2021-02-26,865870
Indonesia,IDN,2021-02-27,982370
Indonesia,IDN,2021-02-28,998439
Indonesia,IDN,2021-03-01,1062173
Indonesia,IDN,2021-03-02,1055291
Indonesia,IDN,2021-03-03,1100228
Indonesia,IDN,2021-03-05,1114537
Indonesia,IDN,2021-03-07,1133787
Indonesia,IDN,2021-03-10,1262878
Indonesia,IDN,2021-03-11,1295615
Indonesia,IDN,2021-03-12,1339362
Indonesia,IDN,2021-03-13,1454836
Indonesia,IDN,2021-03-14,1460222
Indonesia,IDN,2021-03-15,1572786
Ireland,IRL,2021-01-27,13800
Ireland,IRL,2021-01-31,49300
Ireland,IRL,2021-02-05,79554
Ireland,IRL,2021-02-07,86833
Ireland,IRL,2021-02-08,88453
Ireland,IRL,2021-02-09,89380
Ireland,IRL,2021-02-10,89818
Ireland,IRL,2021-02-11,89834
Ireland,IRL,2021-02-12,89999
Ireland,IRL,2021-02-13,91625
Ireland,IRL,2021-02-14,91750
Ireland,IRL,2021-02-15,98388
Ireland,IRL,2021-02-16,105859
Ireland,IRL,2021-02-17,113291
Ireland,IRL,2021-02-18,120520
Ireland,IRL,2021-02-19,126320
Ireland,IRL,2021-02-20,130423
Ireland,IRL,2021-02-21,131898
Ireland,IRL,2021-02-22,133325
Ireland,IRL,2021-02-23,134439
Ireland,IRL,2021-02-24,136407
Ireland,IRL,2021-02-25,137935
Ireland,IRL,2021-02-26,140290
Ireland,IRL,2021-02-27,141345
Ireland,IRL,2021-02-28,141883
Ireland,IRL,2021-03-01,142924
Ireland,IRL,2021-03-02,144581
Ireland,IRL,2021-03-04,147617
Ireland,IRL,2021-03-05,149721
Ireland,IRL,2021-03-06,149920
Ireland,IRL,2021-03-07,150247
Ireland,IRL,2021-03-08,154089
Ireland,IRL,2021-03-09,157072
Ireland,IRL,2021-03-10,160729
Ireland,IRL,2021-03-11,162693
Ireland,IRL,2021-03-12,163812
Isle of Man,IMN,2021-01-25,312
Isle of Man,IMN,2021-01-26,639
Isle of Man,IMN,2021-01-27,1037
Isle of Man,IMN,2021-01-28,1038
Isle of Man,IMN,2021-01-29,1030
Isle of Man,IMN,2021-02-02,1419
Isle of Man,IMN,2021-02-03,2176
Isle of Man,IMN,2021-02-04,2183
Isle of Man,IMN,2021-02-05,2183
Isle of Man,IMN,2021-02-06,2183
Isle of Man,IMN,2021-02-07,2184
Isle of Man,IMN,2021-02-08,2188
Isle of Man,IMN,2021-02-09,2557
Isle of Man,IMN,2021-02-10,2956
Isle of Man,IMN,2021-02-11,3328
Isle of Man,IMN,2021-02-12,3328
Isle of Man,IMN,2021-02-13,3327
Isle of Man,IMN,2021-02-14,3328
Isle of Man,IMN,2021-02-16,3594
Isle of Man,IMN,2021-02-17,3857
Isle of Man,IMN,2021-02-18,4110
Isle of Man,IMN,2021-02-19,4683
Isle of Man,IMN,2021-02-20,4712
Isle of Man,IMN,2021-02-21,4733
Isle of Man,IMN,2021-02-22,4732
Isle of Man,IMN,2021-02-23,4964
Isle of Man,IMN,2021-02-24,5201
Isle of Man,IMN,2021-02-25,5509
Isle of Man,IMN,2021-02-26,6284
Isle of Man,IMN,2021-02-27,6948
Isle of Man,IMN,2021-02-28,7329
Isle of Man,IMN,2021-03-01,7682
Isle of Man,IMN,2021-03-02,7701
Isle of Man,IMN,2021-03-03,7710
Isle of Man,IMN,2021-03-04,7711
Isle of Man,IMN,2021-03-05,8091
Isle of Man,IMN,2021-03-06,8485
Isle of Man,IMN,2021-03-07,8966
Isle of Man,IMN,2021-03-08,9253
Isle of Man,IMN,2021-03-09,9262
Isle of Man,IMN,2021-03-10,9283
Isle of Man,IMN,2021-03-11,9293
Isle of Man,IMN,2021-03-12,9909
Isle of Man,IMN,2021-03-13,11100
Isle of Man,IMN,2021-03-14,11337
Isle of Man,IMN,2021-03-15,11337
Israel,ISR,2021-01-04,2
Israel,ISR,2021-01-05,2
Israel,ISR,2021-01-06,2
Israel,ISR,2021-01-07,5
Israel,ISR,2021-01-08,8
Israel,ISR,2021-01-09,30
Israel,ISR,2021-01-10,6013
Israel,ISR,2021-01-11,25252
Israel,ISR,2021-01-12,60915
Israel,ISR,2021-01-13,117852
Israel,ISR,2021-01-14,186781
Israel,ISR,2021-01-15,222919
Israel,ISR,2021-01-16,249125
Israel,ISR,2021-01-17,333738
Israel,ISR,2021-01-18,453831
Israel,ISR,2021-01-19,591243
Israel,ISR,2021-01-20,734527
Israel,ISR,2021-01-21,898297
Israel,ISR,2021-01-22,969152
Israel,ISR,2021-01-23,1022596
Israel,ISR,2021-01-24,1162832
Israel,ISR,2021-01-25,1301886
Israel,ISR,2021-01-26,1427833
Israel,ISR,2021-01-27,1552409
Israel,ISR,2021-01-28,1682572
Israel,ISR,2021-01-29,1747130
Israel,ISR,2021-01-30,1789773
Israel,ISR,2021-01-31,1849053
Israel,ISR,2021-02-01,1884246
Israel,ISR,2021-02-02,1915138
Israel,ISR,2021-02-03,1966321
Israel,ISR,2021-02-04,2024154
Israel,ISR,2021-02-05,2052782
Israel,ISR,2021-02-06,2074900
Israel,ISR,2021-02-07,2143337
Israel,ISR,2021-02-08,2208433
Israel,ISR,2021-02-09,2275617
Israel,ISR,2021-02-10,2347472
Israel,ISR,2021-02-11,2418937
Israel,ISR,2021-02-12,2456315
Israel,ISR,2021-02-13,2486630
Israel,ISR,2021-02-14,2555407
Israel,ISR,2021-02-15,2630780
Israel,ISR,2021-02-16,2708712
Israel,ISR,2021-02-17,2783930
Israel,ISR,2021-02-18,2863221
Israel,ISR,2021-02-19,2901161
Israel,ISR,2021-02-20,2929700
Israel,ISR,2021-02-21,3007925
Israel,ISR,2021-02-22,3087966
Israel,ISR,2021-02-23,3157935
Israel,ISR,2021-02-24,3220576
Israel,ISR,2021-02-25,3284845
Israel,ISR,2021-02-26,3315841
Israel,ISR,2021-02-27,3336295
Israel,ISR,2021-02-28,3391114
Israel,ISR,2021-03-01,3452264
Israel,ISR,2021-03-02,3516596
Israel,ISR,2021-03-03,3582832
Israel,ISR,2021-03-04,3659383
Israel,ISR,2021-03-05,3699644
Israel,ISR,2021-03-06,3724869
Israel,ISR,2021-03-07,3797357
Israel,ISR,2021-03-08,3870086
Israel,ISR,2021-03-09,3946389
Israel,ISR,2021-03-10,4004757
Israel,ISR,2021-03-11,4073447
Israel,ISR,2021-03-12,4114657
Israel,ISR,2021-03-13,4139783
Israel,ISR,2021-03-14,4213368
Israel,ISR,2021-03-15,4291116
Italy,ITA,2021-01-17,2902
Italy,ITA,2021-01-18,7801
Italy,ITA,2021-01-19,9497
Italy,ITA,2021-01-20,13997
Italy,ITA,2021-01-21,33530
Italy,ITA,2021-01-22,47433
Italy,ITA,2021-01-23,80121
Italy,ITA,2021-01-24,110725
Italy,ITA,2021-01-25,174806
Italy,ITA,2021-01-26,250379
Italy,ITA,2021-01-27,314893
Italy,ITA,2021-01-28,403506
Italy,ITA,2021-01-29,496219
Italy,ITA,2021-01-30,582082
Italy,ITA,2021-01-31,638866
Italy,ITA,2021-02-01,719783
Italy,ITA,2021-02-02,801044
Italy,ITA,2021-02-03,890685
Italy,ITA,2021-02-04,983780
Italy,ITA,2021-02-05,1071825
Italy,ITA,2021-02-06,1133233
Italy,ITA,2021-02-07,1164983
Italy,ITA,2021-02-08,1204131
Italy,ITA,2021-02-09,1235538
Italy,ITA,2021-02-10,1262574
Italy,ITA,2021-02-11,1281469
Italy,ITA,2021-02-12,1295985
Italy,ITA,2021-02-13,1302244
Italy,ITA,2021-02-14,1304519
Italy,ITA,2021-02-15,1310104
Italy,ITA,2021-02-16,1315847
Italy,ITA,2021-02-17,1324830
Italy,ITA,2021-02-18,1332276
Italy,ITA,2021-02-19,1338268
Italy,ITA,2021-02-20,1342195
Italy,ITA,2021-02-21,1344224
Italy,ITA,2021-02-22,1349431
Italy,ITA,2021-02-23,1354488
Italy,ITA,2021-02-24,1362247
Italy,ITA,2021-02-25,1373944
Italy,ITA,2021-02-26,1388312
Italy,ITA,2021-02-27,1399899
Italy,ITA,2021-02-28,1408023
Italy,ITA,2021-03-01,1432286
Italy,ITA,2021-03-02,1462517
Italy,ITA,2021-03-03,1503957
Italy,ITA,2021-03-04,1550372
Italy,ITA,2021-03-05,1601841
Italy,ITA,2021-03-06,1640503
Italy,ITA,2021-03-07,1660444
Italy,ITA,2021-03-08,1707294
Italy,ITA,2021-03-09,1755954
Italy,ITA,2021-03-10,1809781
Italy,ITA,2021-03-11,1867136
Italy,ITA,2021-03-12,1926224
Italy,ITA,2021-03-13,1973251
Italy,ITA,2021-03-14,2005814
Italy,ITA,2021-03-15,2054625
Japan,JPN,2021-03-10,35
Japan,JPN,2021-03-11,443
Japan,JPN,2021-03-12,3348
Japan,JPN,2021-03-15,7877
Jersey,JEY,2021-01-24,3051
Jersey,JEY,2021-01-31,3131
Jersey,JEY,2021-02-07,3178
Jersey,JEY,2021-02-14,3256
Jersey,JEY,2021-02-21,3287
Jersey,JEY,2021-02-28,3320
Jersey,JEY,2021-03-07,3379
Jersey,JEY,2021-03-10,4158
Jordan,JOR,2021-02-22,30000
Jordan,JOR,2021-03-15,48379
Kazakhstan,KAZ,2021-02-24,2137
Kazakhstan,KAZ,2021-03-15,18807
Kuwait,KWT,2021-02-15,38000
Kuwait,KWT,2021-03-08,38000
Latvia,LVA,2021-01-18,571
Latvia,LVA,2021-01-19,1375
Latvia,LVA,2021-01-20,2126
Latvia,LVA,2021-01-21,2139
Latvia,LVA,2021-01-22,2156
Latvia,LVA,2021-01-25,2804
Latvia,LVA,2021-01-26,3622
Latvia,LVA,2021-01-27,4359
Latvia,LVA,2021-01-28,5109
Latvia,LVA,2021-01-29,6019
Latvia,LVA,2021-01-30,6323
Latvia,LVA,2021-01-31,6657
Latvia,LVA,2021-02-01,7831
Latvia,LVA,2021-02-02,9504
Latvia,LVA,2021-02-03,10883
Latvia,LVA,2021-02-04,12246
Latvia,LVA,2021-02-05,13751
Latvia,LVA,2021-02-06,14308
Latvia,LVA,2021-02-07,14431
Latvia,LVA,2021-02-08,14586
Latvia,LVA,2021-02-09,14629
Latvia,LVA,2021-02-10,14826
Latvia,LVA,2021-02-11,15506
Latvia,LVA,2021-02-12,16059
Latvia,LVA,2021-02-13,16236
Latvia,LVA,2021-02-14,16256
Latvia,LVA,2021-02-15,16410
Latvia,LVA,2021-02-16,16486
Latvia,LVA,2021-02-17,16665
Latvia,LVA,2021-02-18,16718
Latvia,LVA,2021-02-19,16774
Latvia,LVA,2021-02-20,16792
Latvia,LVA,2021-02-22,16823
Latvia,LVA,2021-02-23,16852
Latvia,LVA,2021-02-24,16884
Latvia,LVA,2021-02-25,16926
Latvia,LVA,2021-02-26,17014
Latvia,LVA,2021-02-27,17023
Latvia,LVA,2021-02-28,17024
Latvia,LVA,2021-03-01,17250
Latvia,LVA,2021-03-02,17552
Latvia,LVA,2021-03-03,17739
Latvia,LVA,2021-03-04,17858
Latvia,LVA,2021-03-05,17995
Latvia,LVA,2021-03-06,17998
Latvia,LVA,2021-03-07,18001
Latvia,LVA,2021-03-08,18037
Latvia,LVA,2021-03-09,18062
Latvia,LVA,2021-03-10,18095
Latvia,LVA,2021-03-11,18105
Latvia,LVA,2021-03-12,18113
Latvia,LVA,2021-03-13,18114
Latvia,LVA,2021-03-15,18177
Lebanon,LBN,2021-03-10,11875
Lebanon,LBN,2021-03-11,15084
Lebanon,LBN,2021-03-12,17711
Lebanon,LBN,2021-03-15,22923
Lithuania,LTU,2021-01-17,1089
Lithuania,LTU,2021-01-18,2762
Lithuania,LTU,2021-01-19,6676
Lithuania,LTU,2021-01-20,8509
Lithuania,LTU,2021-01-21,9147
Lithuania,LTU,2021-01-22,9217
Lithuania,LTU,2021-01-23,9217
Lithuania,LTU,2021-01-25,9217
Lithuania,LTU,2021-01-26,9847
Lithuania,LTU,2021-01-27,12904
Lithuania,LTU,2021-01-28,16590
Lithuania,LTU,2021-01-29,21656
Lithuania,LTU,2021-01-30,22089
Lithuania,LTU,2021-01-31,22089
Lithuania,LTU,2021-02-01,23920
Lithuania,LTU,2021-02-02,26127
Lithuania,LTU,2021-02-03,31287
Lithuania,LTU,2021-02-04,39591
Lithuania,LTU,2021-02-05,45887
Lithuania,LTU,2021-02-06,46544
Lithuania,LTU,2021-02-07,46639
Lithuania,LTU,2021-02-08,49067
Lithuania,LTU,2021-02-09,50839
Lithuania,LTU,2021-02-10,52470
Lithuania,LTU,2021-02-11,53775
Lithuania,LTU,2021-02-12,54751
Lithuania,LTU,2021-02-13,54751
Lithuania,LTU,2021-02-15,55444
Lithuania,LTU,2021-02-16,55654
Lithuania,LTU,2021-02-17,59528
Lithuania,LTU,2021-02-18,64342
Lithuania,LTU,2021-02-19,67654
Lithuania,LTU,2021-02-20,67716
Lithuania,LTU,2021-02-22,69290
Lithuania,LTU,2021-02-23,70395
Lithuania,LTU,2021-02-24,71318
Lithuania,LTU,2021-02-25,72259
Lithuania,LTU,2021-02-26,73294
Lithuania,LTU,2021-02-27,73325
Lithuania,LTU,2021-02-28,73325
